Time,FilamentPos,MotorPos,FocalTesionPos,MotorConnections,ContractileForce,Other
21,"[0.335792, 0.545145]",[0.292885],"[0.012778, 1.082799]",[Int64[]],-0.029979,Motor attached
22,"[0.344251, 0.53648]",[0.292782],"[0.011817, 1.084069]",[Int64[]],-0.027748,Motor attached
23,"[0.352566, 0.527966]",[0.292682],"[0.010893, 1.085292]",[Int64[]],-0.025601,Motor attached
24,"[0.360745, 0.519595]",[0.292586],"[0.010006, 1.086467]",[Int64[]],-0.023539,Motor attached
25,"[0.368795, 0.51136]",[0.292493],"[0.009156, 1.087594]",[Int64[]],-0.021562,Motor attached
26,"[0.37672, 0.503256]",[0.292405],"[0.008343, 1.088674]",[Int64[]],-0.019669,Motor attached
27,"[0.384528, 0.495277]",[0.292319],"[0.007565, 1.089709]",[Int64[]],-0.017857,Motor attached
28,"[0.392224, 0.487417]",[0.292237],"[0.006822, 1.090699]",[Int64[]],-0.016123,Motor attached
29,"[0.399812, 0.479671]",[0.292158],"[0.006111, 1.091646]",[Int64[]],-0.014465,Motor attached
30,"[0.407297, 0.472035]",[0.292082],"[0.005431, 1.092553]",[Int64[]],-0.012878,Motor attached
31,"[0.414683, 0.464504]",[0.292009],"[0.004781, 1.093421]",[Int64[]],-0.01136,Motor attached
32,"[0.421974, 0.457073]",[0.29194],"[0.004159, 1.094252]",[Int64[]],-0.009907,Motor attached
33,"[0.429174, 0.449739]",[0.291873],"[0.003564, 1.095049]",[Int64[]],-0.008515,Motor attached
34,"[0.436285, 0.442499]",[0.291808],"[0.002994, 1.095813]",[Int64[]],-0.007181,Motor attached
35,"[0.443312, 0.435348]",[0.291746],"[0.002447, 1.096545]",[Int64[]],-0.005902,Motor attached
36,"[0.450352, 0.428188]",[0.291686],"[0.001922, 1.09725]",[Int64[]],-0.004673,Motor attached
37,"[0.45748, 0.420944]",[0.291628],"[0.001413, 1.097933]",[Int64[]],-0.00348,Motor attached
38,"[0.4647, 0.413609]",[0.291571],"[0.000914, 1.098604]",[Int64[]],-0.00231,Motor attached
39,"[0.472014, 0.406181]",[0.291514],"[0.00042, 1.099269]",[Int64[]],-0.001151,Motor attached
40,"[0.479426, 0.398656]",[0.291457],"[-7.4e-5, 1.099934]",[Int64[]],9.0e-6,Motor attached
41,"[0.486939, 0.391028]",[0.291399],"[-0.000572, 1.100605]",[Int64[]],0.001177,Motor attached
42,"[0.494556, 0.383293]",[0.291341],"[-0.001077, 1.101285]",[Int64[]],0.002362,Motor attached
43,"[0.502283, 0.375447]",[0.291281],"[-0.001591, 1.101979]",[Int64[]],0.003571,Motor attached
44,"[0.510123, 0.367483]",[0.291219],"[-0.002119, 1.102691]",[Int64[]],0.00481,Motor attached
45,"[0.518082, 0.359397]",[0.291156],"[-0.002661, 1.103425]",[Int64[]],0.006086,Motor attached
46,"[0.526165, 0.351183]",[0.29109],"[-0.003222, 1.104183]",[Int64[]],0.007405,Motor attached
47,"[0.534377, 0.342833]",[0.291021],"[-0.003803, 1.104969]",[Int64[]],0.008772,Motor attached
48,"[0.542726, 0.334342]",[0.29095],"[-0.004406, 1.105787]",[Int64[]],0.010193,Motor attached
49,"[0.551217, 0.325701]",[0.290875],"[-0.005035, 1.10664]",[Int64[]],0.011676,Motor attached
50,"[0.559859, 0.316902]",[0.290797],"[-0.005692, 1.107532]",[Int64[]],0.013225,Motor attached
51,"[0.56866, 0.307937]",[0.290714],"[-0.00638, 1.108468]",[Int64[]],0.014848,Motor attached
52,"[0.577628, 0.298795]",[0.290628],"[-0.007103, 1.10945]",[Int64[]],0.016553,Motor attached
53,"[0.586774, 0.289465]",[0.290536],"[-0.007862, 1.110486]",[Int64[]],0.018348,Motor attached
54,"[0.596109, 0.279936]",[0.290439],"[-0.008663, 1.111578]",[Int64[]],0.020242,Motor attached
55,"[0.605643, 0.270195]",[0.290335],"[-0.00951, 1.112735]",[Int64[]],0.022246,Motor attached
56,"[0.615392, 0.260226]",[0.290225],"[-0.010408, 1.113963]",[Int64[]],0.024371,Motor attached
57,"[0.62537, 0.250012]",[0.290107],"[-0.011361, 1.11527]",[Int64[]],0.026631,Motor attached
58,"[0.635595, 0.239536]",[0.289981],"[-0.012378, 1.116665]",[Int64[]],0.029042,Motor attached
59,"[0.646084, 0.228775]",[0.289845],"[-0.013464, 1.118158]",[Int64[]],0.031623,Motor attached
60,"[0.656859, 0.217706]",[0.289699],"[-0.014629, 1.119764]",[Int64[]],0.034393,Motor attached
61,"[0.667947, 0.2063]",[0.28954],"[-0.015884, 1.121496]",[Int64[]],0.03738,Motor attached
62,"[0.679375, 0.194526]",[0.289366],"[-0.017241, 1.123373]",[Int64[]],0.040613,Motor attached
63,"[0.691176, 0.182344]",[0.289176],"[-0.018714, 1.125416]",[Int64[]],0.04413,Motor attached
64,"[0.703389, 0.169712]",[0.288967],"[-0.020323, 1.127654]",[Int64[]],0.047976,Motor attached
65,"[0.716062, 0.156574]",[0.288734],"[-0.02209, 1.130118]",[Int64[]],0.052208,Motor attached
66,"[0.729249, 0.142866]",[0.288474],"[-0.024043, 1.132853]",[Int64[]],0.056896,Motor attached
67,"[0.74302, 0.128507]",[0.28818],"[-0.026221, 1.135913]",[Int64[]],0.062134,Motor attached
68,"[0.757497, 0.113445]",[0.287887],"[-0.028642, 1.139213]",[Int64[]],0.067855,Motor attached
69,"[0.772851, 0.097626]",[0.287655],"[-0.031341, 1.142607]",[Int64[]],0.073948,Motor attached
70,"[0.789237, 0.080904]",[0.287487],"[-0.034429, 1.1462]",[Int64[]],0.080629,Motor dettached
71,"[0.789944, 0.082211]",[0.287487],"[-0.027179, 1.136936]",[Int64[]],0.064115,Motor dettached
72,"[0.790493, 0.083236]",[0.287487],"[-0.021472, 1.129655]",[Int64[]],0.051128,Motor dettached
73,"[0.790923, 0.084044]",[0.287487],"[-0.016958, 1.123903]",[Int64[]],0.040861,Motor dettached
74,"[0.791262, 0.084684]",[0.287487],"[-0.013373, 1.119338]",[Int64[]],0.032711,Motor dettached
75,"[0.791531, 0.085193]",[0.287487],"[-0.010517, 1.115704]",[Int64[]],0.026221,Motor dettached
76,"[0.791745, 0.085599]",[0.287487],"[-0.008236, 1.112804]",[Int64[]],0.021041,Motor dettached
77,"[0.791915, 0.085924]",[0.287487],"[-0.006412, 1.110486]",[Int64[]],0.016898,Motor dettached
78,"[0.792051, 0.086183]",[0.287487],"[-0.004951, 1.108629]",[Int64[]],0.01358,Motor dettached
79,"[0.79216, 0.086391]",[0.287487],"[-0.003779, 1.10714]",[Int64[]],0.010919,Motor dettached
80,"[0.792247, 0.086558]",[0.287487],"[-0.002838, 1.105945]",[Int64[]],0.008783,Motor dettached
81,"[0.792317, 0.086692]",[0.287487],"[-0.002082, 1.104985]",[Int64[]],0.007067,Motor dettached
82,"[0.792373, 0.0868]",[0.287487],"[-0.001475, 1.104214]",[Int64[]],0.005688,Motor dettached
83,"[0.792418, 0.086887]",[0.287487],"[-0.000986, 1.103593]",[Int64[]],0.004579,Motor dettached
84,"[0.792454, 0.086956]",[0.287487],"[-0.000593, 1.103094]",[Int64[]],0.003687,Motor dettached
85,"[0.792483, 0.087013]",[0.287487],"[-0.000277, 1.102693]",[Int64[]],0.002969,Motor dettached
86,"[0.792507, 0.087058]",[0.287487],"[-2.2e-5, 1.102369]",[Int64[]],0.002392,Motor dettached
87,"[0.792526, 0.087094]",[0.287487],"[0.000183, 1.102109]",[Int64[]],0.001926,Motor dettached
88,"[0.792541, 0.087123]",[0.287487],"[0.000348, 1.1019]",[Int64[]],0.001552,Motor dettached
89,"[0.792553, 0.087147]",[0.287487],"[0.000481, 1.101731]",[Int64[]],0.00125,Motor dettached
90,"[0.792563, 0.087166]",[0.287487],"[0.000588, 1.101595]",[Int64[]],0.001007,Motor dettached
91,"[0.792571, 0.087181]",[0.287487],"[0.000674, 1.101486]",[Int64[]],0.000811,Motor dettached
92,"[0.792577, 0.087193]",[0.287487],"[0.000744, 1.101397]",[Int64[]],0.000654,Motor dettached
93,"[0.792583, 0.087203]",[0.287487],"[0.0008, 1.101326]",[Int64[]],0.000527,Motor dettached
94,"[0.792587, 0.087211]",[0.287487],"[0.000845, 1.101269]",[Int64[]],0.000424,Motor dettached
95,"[0.79259, 0.087218]",[0.287487],"[0.000881, 1.101223]",[Int64[]],0.000342,Motor dettached
96,"[0.792593, 0.087223]",[0.287487],"[0.00091, 1.101186]",[Int64[]],0.000275,Motor dettached
97,"[0.792595, 0.087227]",[0.287487],"[0.000934, 1.101156]",[Int64[]],0.000222,Motor dettached
98,"[0.792597, 0.08723]",[0.287487],"[0.000953, 1.101132]",[Int64[]],0.000179,Motor dettached
99,"[0.792598, 0.087233]",[0.287487],"[0.000968, 1.101112]",[Int64[]],0.000144,Motor dettached
100,"[0.792599, 0.087235]",[0.287487],"[0.000981, 1.101097]",[Int64[]],0.000116,Motor dettached
101,"[0.7926, 0.087237]",[0.287487],"[0.000991, 1.101084]",[Int64[]],9.4e-5,Motor dettached
102,"[0.792601, 0.087238]",[0.287487],"[0.000999, 1.101074]",[Int64[]],7.5e-5,Motor dettached
103,"[0.792601, 0.08724]",[0.287487],"[0.001005, 1.101066]",[Int64[]],6.1e-5,Motor dettached
104,"[0.792602, 0.08724]",[0.287487],"[0.00101, 1.101059]",[Int64[]],4.9e-5,Motor dettached
105,"[0.792602, 0.087241]",[0.287487],"[0.001014, 1.101054]",[Int64[]],3.9e-5,Motor dettached
106,"[0.792603, 0.087242]",[0.287487],"[0.001018, 1.10105]",[Int64[]],3.2e-5,Motor dettached
107,"[0.792603, 0.087242]",[0.287487],"[0.001021, 1.101046]",[Int64[]],2.6e-5,Motor dettached
108,"[0.792603, 0.087243]",[0.287487],"[0.001023, 1.101043]",[Int64[]],2.1e-5,Motor dettached
109,"[0.792603, 0.087243]",[0.287487],"[0.001025, 1.101041]",[Int64[]],1.7e-5,Motor dettached
110,"[0.792603, 0.087243]",[0.287487],"[0.001026, 1.101039]",[Int64[]],1.3e-5,Motor dettached
111,"[0.792603, 0.087243]",[0.287487],"[0.001027, 1.101038]",[Int64[]],1.1e-5,Motor dettached
112,"[0.792604, 0.087244]",[0.287487],"[0.001028, 1.101037]",[Int64[]],9.0e-6,Motor dettached
113,"[0.792604, 0.087244]",[0.287487],"[0.001029, 1.101036]",[Int64[]],7.0e-6,Motor dettached
114,"[0.792604, 0.087244]",[0.287487],"[0.001029, 1.101035]",[Int64[]],6.0e-6,Motor dettached
115,"[0.792604, 0.087244]",[0.287487],"[0.00103, 1.101034]",[Int64[]],5.0e-6,Motor dettached
116,"[0.792604, 0.087244]",[0.287487],"[0.00103, 1.101034]",[Int64[]],4.0e-6,Motor dettached
117,"[0.792604, 0.087244]",[0.287487],"[0.001031, 1.101034]",[Int64[]],3.0e-6,Motor dettached
118,"[0.792604, 0.087244]",[0.287487],"[0.001031, 1.101033]",[Int64[]],2.0e-6,Motor dettached
119,"[0.792604, 0.087244]",[0.287487],"[0.001031, 1.101033]",[Int64[]],2.0e-6,Motor dettached
120,"[0.792604, 0.087244]",[0.287487],"[0.001031, 1.101033]",[Int64[]],2.0e-6,Motor dettached
121,"[0.792604, 0.087244]",[0.287487],"[0.001031, 1.101033]",[Int64[]],1.0e-6,Motor dettached
122,"[0.792604, 0.087244]",[0.287487],"[0.001031, 1.101032]",[Int64[]],1.0e-6,Motor dettached
123,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],1.0e-6,Motor dettached
124,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],1.0e-6,Motor dettached
125,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],1.0e-6,Motor dettached
126,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
127,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
128,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
129,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
130,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
131,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
132,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
133,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
134,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
135,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
136,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
137,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
138,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
139,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
140,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
141,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
142,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
143,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
144,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
145,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
146,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
147,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
148,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
149,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
150,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
151,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
152,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
153,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
154,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
155,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
156,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
157,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
158,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
159,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
160,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
161,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
162,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
163,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
164,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
165,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
166,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
167,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
168,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
169,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
170,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
171,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
172,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
173,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
174,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
175,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
176,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
177,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
178,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
179,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
180,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
181,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
182,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
183,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
184,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
185,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
186,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
187,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
188,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
189,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
190,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
191,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
192,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
193,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
194,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
195,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
196,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
197,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
198,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
199,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
200,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
201,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
202,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
203,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
204,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
205,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
206,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
207,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
208,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
209,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
210,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
211,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
212,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
213,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
214,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
215,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
216,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
217,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
218,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
219,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
220,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
221,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
222,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
223,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
224,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
225,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
226,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
227,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
228,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
229,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
230,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
231,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
232,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
233,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
234,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
235,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
236,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
237,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
238,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
239,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
240,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
241,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
242,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
243,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
244,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
245,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
246,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
247,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
248,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
249,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
250,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
251,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
252,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
253,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
254,"[0.792604, 0.087244]",[0.287487],"[0.001032, 1.101032]",[Int64[]],0.0,Motor dettached
