Time,FilamentPos,MotorPos,FocalTesionPos,MotorConnections,ContractileForce,Other
62,"[0.677281, 0.107464]",[0.411043],"[-0.021528, 1.133208]",[Int64[]],0.054736,Motor attached
63,"[0.69071, 0.093556]",[0.410803],"[-0.023367, 1.135768]",[Int64[]],0.059135,Motor attached
64,"[0.704828, 0.079053]",[0.410611],"[-0.025412, 1.138389]",[Int64[]],0.063801,Motor attached
65,"[0.719735, 0.063858]",[0.410467],"[-0.027729, 1.141138]",[Int64[]],0.068867,Motor attached
66,"[0.735561, 0.047845]",[0.410373],"[-0.0304, 1.14409]",[Int64[]],0.07449,Motor attached
67,"[0.752477, 0.030852]",[0.410335],"[-0.03353, 1.147335]",[Int64[]],0.080864,Motor attached
68,"[0.77072, 0.012659]",[0.41036],"[-0.037263, 1.150993]",[Int64[]],0.088257,Motor attached
69,"[0.790628, -0.007048]",[0.410461],"[-0.041812, 1.15524]",[Int64[]],0.097052,Motor attached
70,"[0.81271, -0.028739]",[0.410656],"[-0.047507, 1.160348]",[Int64[]],0.107855,Motor attached
71,"[0.837802, -0.053181]",[0.410981],"[-0.054917, 1.166785]",[Int64[]],0.121701,Motor attached
72,"[0.867438, -0.081784]",[0.411498],"[-0.065149, 1.175465]",[Int64[]],0.140614,Motor attached
73,"[0.904919, -0.117817]",[0.412222],"[-0.080389, 1.188534]",[Int64[]],0.168923,Motor dettached
74,"[0.833312, -0.044726]",[0.412222],"[-0.007299, 1.11396]",[Int64[]],0.021259,Motor dettached
75,"[0.833346, -0.044307]",[0.412222],"[-0.005416, 1.111625]",[Int64[]],0.01704,Motor dettached
76,"[0.833372, -0.043973]",[0.412222],"[-0.003909, 1.109757]",[Int64[]],0.013666,Motor dettached
77,"[0.833393, -0.043707]",[0.412222],"[-0.002701, 1.108263]",[Int64[]],0.010964,Motor attached
78,"[0.860312, -0.072968]",[0.411051],"[-0.019483, 1.128557]",[Int64[]],0.04804,Motor attached
79,"[0.894131, -0.108379]",[0.410254],"[-0.038753, 1.150217]",[Int64[]],0.08897,Motor dettached
80,"[0.870014, -0.081984]",[0.410254],"[-0.012358, 1.121543]",[Int64[]],0.033901,Motor dettached
81,"[0.869548, -0.080928]",[0.410254],"[-0.008945, 1.117539]",[Int64[]],0.026484,Motor attached
82,"[0.905797, -0.119504]",[0.409091],"[-0.031672, 1.143757]",[Int64[]],0.075429,Motor dettached
83,"[0.884614, -0.096508]",[0.409091],"[-0.008676, 1.118949]",[Int64[]],0.027625,Motor dettached
84,"[0.883468, -0.094886]",[0.409091],"[-0.005335, 1.115131]",[Int64[]],0.020466,Motor dettached
85,"[0.882729, -0.093799]",[0.409091],"[-0.002945, 1.112395]",[Int64[]],0.01534,Motor dettached
86,"[0.882219, -0.093033]",[0.409091],"[-0.001191, 1.110383]",[Int64[]],0.011573,Motor dettached
87,"[0.881856, -0.092477]",[0.409091],"[0.000116, 1.108884]",[Int64[]],0.008768,Motor dettached
88,"[0.881592, -0.092068]",[0.409091],"[0.001097, 1.107758]",[Int64[]],0.006661,Motor dettached
89,"[0.881397, -0.091763]",[0.409091],"[0.001838, 1.106907]",[Int64[]],0.00507,Motor dettached
90,"[0.881251, -0.091534]",[0.409091],"[0.002399, 1.106263]",[Int64[]],0.003864,Motor dettached
91,"[0.881142, -0.091362]",[0.409091],"[0.002825, 1.105773]",[Int64[]],0.002948,Motor dettached
92,"[0.88106, -0.091231]",[0.409091],"[0.00315, 1.105401]",[Int64[]],0.002251,Motor dettached
93,"[0.880997, -0.091132]",[0.409091],"[0.003397, 1.105117]",[Int64[]],0.00172,Motor dettached
94,"[0.88095, -0.091057]",[0.409091],"[0.003585, 1.1049]",[Int64[]],0.001314,Motor dettached
95,"[0.880914, -0.090999]",[0.409091],"[0.003729, 1.104734]",[Int64[]],0.001005,Motor dettached
96,"[0.880887, -0.090955]",[0.409091],"[0.00384, 1.104608]",[Int64[]],0.000769,Motor dettached
97,"[0.880866, -0.090922]",[0.409091],"[0.003924, 1.104511]",[Int64[]],0.000588,Motor dettached
98,"[0.88085, -0.090896]",[0.409091],"[0.003988, 1.104438]",[Int64[]],0.00045,Motor attached
99,"[0.92077, -0.134038]",[0.40748],"[-0.023372, 1.13663]",[Int64[]],0.060001,Motor dettached
100,"[0.903018, -0.114975]",[0.40748],"[-0.004309, 1.116255]",[Int64[]],0.020564,Motor dettached
101,"[0.898285, -0.10965]",[0.40748],"[0.001017, 1.110338]",[Int64[]],0.009321,Motor dettached
102,"[0.896266, -0.107349]",[0.40748],"[0.003317, 1.107755]",[Int64[]],0.004438,Motor dettached
103,"[0.895329, -0.106275]",[0.40748],"[0.004391, 1.106545]",[Int64[]],0.002153,Motor dettached
104,"[0.894879, -0.105759]",[0.40748],"[0.004908, 1.105962]",[Int64[]],0.001054,Motor dettached
105,"[0.89466, -0.105507]",[0.40748],"[0.00516, 1.105677]",[Int64[]],0.000518,Motor dettached
106,"[0.894553, -0.105384]",[0.40748],"[0.005283, 1.105538]",[Int64[]],0.000255,Motor dettached
107,"[0.894501, -0.105324]",[0.40748],"[0.005343, 1.10547]",[Int64[]],0.000126,Motor dettached
108,"[0.894476, -0.105295]",[0.40748],"[0.005373, 1.105436]",[Int64[]],6.4e-5,Motor dettached
109,"[0.894463, -0.10528]",[0.40748],"[0.005387, 1.10542]",[Int64[]],3.2e-5,Motor dettached
110,"[0.894457, -0.105273]",[0.40748],"[0.005395, 1.105411]",[Int64[]],1.6e-5,Motor dettached
111,"[0.894453, -0.105269]",[0.40748],"[0.005399, 1.105407]",[Int64[]],8.0e-6,Motor dettached
112,"[0.894452, -0.105267]",[0.40748],"[0.0054, 1.105405]",[Int64[]],4.0e-6,Motor dettached
113,"[0.894451, -0.105266]",[0.40748],"[0.005401, 1.105404]",[Int64[]],2.0e-6,Motor dettached
114,"[0.894451, -0.105266]",[0.40748],"[0.005402, 1.105403]",[Int64[]],1.0e-6,Motor dettached
115,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105403]",[Int64[]],1.0e-6,Motor dettached
116,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105403]",[Int64[]],0.0,Motor dettached
117,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105403]",[Int64[]],0.0,Motor dettached
118,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
119,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
120,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
121,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
122,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
123,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
124,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
125,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
126,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
127,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
128,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
129,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
130,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
131,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
132,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
133,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
134,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
135,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
136,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
137,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
138,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
139,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
140,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
141,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
142,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
143,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
144,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
145,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
146,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
147,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
148,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
149,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
150,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
151,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
152,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
153,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
154,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
155,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
156,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
157,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
158,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
159,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
160,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
161,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
162,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
163,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
164,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
165,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
166,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
167,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
168,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
169,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
170,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
171,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
172,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
173,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
174,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
175,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
176,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
177,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
178,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
179,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
180,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
181,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
182,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
183,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
184,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
185,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
186,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
187,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
188,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
189,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
190,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
191,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
192,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
193,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
194,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
195,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
196,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
197,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
198,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
199,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
200,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
201,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
202,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
203,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
204,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
205,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
206,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
207,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
208,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
209,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
210,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
211,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
212,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
213,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
214,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
215,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
216,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
217,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
218,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
219,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
220,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
221,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
222,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
223,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
224,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
225,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
226,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
227,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
228,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
229,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
230,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
231,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
232,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
233,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
234,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
235,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
236,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
237,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
238,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
239,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
240,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
241,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
242,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
243,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
244,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
245,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
246,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
247,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
248,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
249,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
250,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
251,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
252,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
253,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
254,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
255,"[0.89445, -0.105265]",[0.40748],"[0.005402, 1.105402]",[Int64[]],0.0,Motor dettached
