Time,FilamentPos,MotorPos,FocalTesionPos,MotorConnections,ContractileForce,Other
20,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
21,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
22,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
23,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
24,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
25,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
26,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
27,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
28,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
29,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
30,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
31,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
32,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
33,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
34,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
35,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
36,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
37,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
38,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
39,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
40,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
41,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
42,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
43,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
44,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
45,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
46,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
47,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
48,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
49,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
50,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
51,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
52,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
53,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
54,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
55,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
56,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
57,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
58,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
59,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
60,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
61,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
62,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
63,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
64,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
65,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
66,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
67,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
68,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
69,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
70,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
71,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
72,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
73,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
74,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
75,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
76,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
77,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
78,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
79,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
80,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
81,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
82,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
83,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
84,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
85,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
86,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
87,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
88,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
89,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
90,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
91,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
92,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
93,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
94,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
95,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
96,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
97,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
98,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
99,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
100,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
101,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
102,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
103,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
104,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
105,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
106,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
107,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
108,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
109,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
110,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
111,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
112,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
113,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
114,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
115,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
116,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
117,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
118,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
119,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
120,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
121,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
122,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
123,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
124,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
125,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
126,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
127,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
128,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
129,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
130,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
131,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
132,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
133,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
134,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
135,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
136,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
137,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
138,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
139,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
140,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
141,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
142,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
143,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
144,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
145,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
146,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
147,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
148,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
149,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
150,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
151,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
152,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
153,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
154,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
155,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
156,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
157,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
158,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
159,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
160,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
161,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
162,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
163,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
164,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
165,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
166,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
167,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
168,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
169,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
170,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
171,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
172,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
173,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
174,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
175,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
176,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
177,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
178,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
179,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
180,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
181,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
182,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
183,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
184,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
185,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
186,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
187,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
188,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
189,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
190,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
191,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
192,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
193,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
194,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
195,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
196,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
197,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
198,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
199,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
200,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
201,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
202,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
203,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
204,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
205,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
206,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
207,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
208,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
209,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
210,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
211,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
212,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
213,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
214,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
215,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
216,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
217,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
218,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
219,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
220,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
221,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
222,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
223,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
224,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
225,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
226,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
227,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
228,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
229,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
230,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
231,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
232,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
233,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
234,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
235,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
236,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
237,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
238,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
239,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
240,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
241,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
242,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
243,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
244,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
245,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
246,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
247,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
248,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
249,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
250,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
251,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
252,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
253,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
254,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
255,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
256,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
257,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
258,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
259,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
260,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
261,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
262,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
263,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
264,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
265,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
266,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
267,"[0.510239, 0.016881]",[1.04239],"[0.0, 1.1]",[Int64[]],0.0,Motor dettached
