Time,FilamentPos,MotorPos,FocalTesionPos,MotorConnections,ContractileForce,Other
34,"[1.047095, 0.4629]",[0.970003],"[-0.001045, 1.099174]",[Int64[]],0.000219,Motor dettached
35,"[1.04709, 0.462895]",[0.970003],"[-0.001017, 1.099156]",[Int64[]],0.000173,Motor dettached
36,"[1.047086, 0.462892]",[0.970003],"[-0.000995, 1.099141]",[Int64[]],0.000136,Motor dettached
37,"[1.047083, 0.462889]",[0.970003],"[-0.000978, 1.09913]",[Int64[]],0.000108,Motor dettached
38,"[1.04708, 0.462887]",[0.970003],"[-0.000964, 1.099121]",[Int64[]],8.5e-5,Motor dettached
39,"[1.047078, 0.462886]",[0.970003],"[-0.000953, 1.099114]",[Int64[]],6.7e-5,Motor dettached
40,"[1.047076, 0.462884]",[0.970003],"[-0.000945, 1.099108]",[Int64[]],5.3e-5,Motor dettached
41,"[1.047075, 0.462883]",[0.970003],"[-0.000938, 1.099104]",[Int64[]],4.2e-5,Motor dettached
42,"[1.047074, 0.462882]",[0.970003],"[-0.000932, 1.099101]",[Int64[]],3.3e-5,Motor dettached
43,"[1.047073, 0.462882]",[0.970003],"[-0.000928, 1.099098]",[Int64[]],2.6e-5,Motor dettached
44,"[1.047073, 0.462881]",[0.970003],"[-0.000925, 1.099096]",[Int64[]],2.1e-5,Motor dettached
45,"[1.047072, 0.462881]",[0.970003],"[-0.000922, 1.099094]",[Int64[]],1.6e-5,Motor dettached
46,"[1.047072, 0.46288]",[0.970003],"[-0.00092, 1.099093]",[Int64[]],1.3e-5,Motor dettached
47,"[1.047071, 0.46288]",[0.970003],"[-0.000919, 1.099091]",[Int64[]],1.0e-5,Motor dettached
48,"[1.047071, 0.46288]",[0.970003],"[-0.000917, 1.099091]",[Int64[]],8.0e-6,Motor dettached
49,"[1.047071, 0.46288]",[0.970003],"[-0.000916, 1.09909]",[Int64[]],6.0e-6,Motor dettached
50,"[1.047071, 0.46288]",[0.970003],"[-0.000916, 1.099089]",[Int64[]],5.0e-6,Motor dettached
51,"[1.047071, 0.46288]",[0.970003],"[-0.000915, 1.099089]",[Int64[]],4.0e-6,Motor dettached
52,"[1.047071, 0.462879]",[0.970003],"[-0.000914, 1.099089]",[Int64[]],3.0e-6,Motor dettached
53,"[1.04707, 0.462879]",[0.970003],"[-0.000914, 1.099088]",[Int64[]],2.0e-6,Motor dettached
54,"[1.04707, 0.462879]",[0.970003],"[-0.000914, 1.099088]",[Int64[]],2.0e-6,Motor dettached
55,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099088]",[Int64[]],2.0e-6,Motor dettached
56,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099088]",[Int64[]],1.0e-6,Motor dettached
57,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099088]",[Int64[]],1.0e-6,Motor dettached
58,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099088]",[Int64[]],1.0e-6,Motor dettached
59,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099088]",[Int64[]],1.0e-6,Motor dettached
60,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099088]",[Int64[]],0.0,Motor dettached
61,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099088]",[Int64[]],0.0,Motor dettached
62,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099088]",[Int64[]],0.0,Motor dettached
63,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099088]",[Int64[]],0.0,Motor dettached
64,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099088]",[Int64[]],0.0,Motor dettached
65,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099088]",[Int64[]],0.0,Motor dettached
66,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099088]",[Int64[]],0.0,Motor dettached
67,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099088]",[Int64[]],0.0,Motor dettached
68,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099088]",[Int64[]],0.0,Motor dettached
69,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099088]",[Int64[]],0.0,Motor dettached
70,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099088]",[Int64[]],0.0,Motor dettached
71,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
72,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
73,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
74,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
75,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
76,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
77,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
78,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
79,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
80,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
81,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
82,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
83,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
84,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
85,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
86,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
87,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
88,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
89,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
90,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
91,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
92,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
93,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
94,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
95,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
96,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
97,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
98,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
99,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
100,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
101,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
102,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
103,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
104,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
105,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
106,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
107,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
108,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
109,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
110,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
111,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
112,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
113,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
114,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
115,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
116,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
117,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
118,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
119,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
120,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
121,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
122,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
123,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
124,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
125,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
126,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
127,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
128,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
129,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
130,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
131,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
132,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
133,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
134,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
135,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
136,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
137,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
138,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
139,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
140,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
141,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
142,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
143,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
144,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
145,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
146,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
147,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
148,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
149,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
150,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
151,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
152,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
153,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
154,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
155,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
156,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
157,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
158,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
159,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
160,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
161,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
162,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
163,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
164,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
165,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
166,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
167,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
168,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
169,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
170,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
171,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
172,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
173,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
174,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
175,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
176,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
177,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
178,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
179,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
180,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
181,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
182,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
183,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
184,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
185,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
186,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
187,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
188,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
189,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
190,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
191,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
192,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
193,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
194,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
195,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
196,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
197,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
198,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
199,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
200,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
201,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
202,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
203,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
204,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
205,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
206,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
207,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
208,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
209,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
210,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
211,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
212,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
213,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
214,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
215,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
216,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
217,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
218,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
219,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
220,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
221,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
222,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
223,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
224,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
225,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
226,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
227,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
228,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
229,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
230,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
231,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
232,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
233,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
234,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
235,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
236,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
237,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
238,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
239,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
240,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
241,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
242,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
243,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
244,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
245,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
246,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
247,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
248,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
249,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
250,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
251,"[1.04707, 0.462879]",[0.970003],"[-0.000913, 1.099087]",[Int64[]],0.0,Motor dettached
